TargetName	disease2B_scan | 006 | neg	normal4_scan | 017 | Geometric Segment	normal2B_scan | 008 | neg	normal3_scan | 002 | PanCK	disease3_scan | 009 | Geometric Segment	disease4_scan | 001 | PanCK	normal2B_scan | 020 | Geometric Segment	disease4_scan | 004 | PanCK	disease4_scan | 010 | Geometric Segment	disease3_scan | 003 | neg	disease1B_scan | 008 | neg	disease3_scan | 031 | Geometric Segment	normal3_scan | 021 | Geometric Segment	normal3_scan | 007 | Geometric Segment	normal4_scan | 004 | PanCK	disease3_scan | 030 | Geometric Segment	normal2B_scan | 013 | Geometric Segment	normal3_scan | 029 | Geometric Segment	normal3_scan | 025 | Geometric Segment	disease3_scan | 023 | Geometric Segment	disease3_scan | 007 | Geometric Segment	normal3_scan | 036 | Geometric Segment	normal3_scan | 020 | Geometric Segment	disease3_scan | 036 | Geometric Segment	disease2B_scan | 007 | neg	normal2B_scan | 012 | PanCK	normal3_scan | 011 | Geometric Segment	disease2B_scan | 010 | PanCK	disease3_scan | 025 | Geometric Segment	normal2B_scan | 021 | Geometric Segment	normal3_scan | 053 | Geometric Segment	disease3_scan | 012 | Geometric Segment	normal3_scan | 010 | Geometric Segment	normal3_scan | 044 | Geometric Segment	disease3_scan | 001 | neg	normal2B_scan | 011 | PanCK	disease2B_scan | 022 | Geometric Segment	disease3_scan | 001 | PanCK	normal3_scan | 024 | Geometric Segment	normal3_scan | 001 | PanCK	disease3_scan | 053 | Geometric Segment	disease3_scan | 027 | Geometric Segment	disease3_scan | 008 | Geometric Segment	normal3_scan | 018 | Geometric Segment	normal3_scan | 006 | neg	disease1B_scan | 015 | Geometric Segment	disease4_scan | 002 | PanCK	disease3_scan | 041 | Geometric Segment	disease1B_scan | 016 | Geometric Segment	disease4_scan | 008 | Geometric Segment	normal3_scan | 049 | Geometric Segment	disease3_scan | 004 | neg	normal3_scan | 014 | Geometric Segment	normal4_scan | 005 | PanCK	normal4_scan | 011 | Geometric Segment	disease2B_scan | 006 | PanCK	disease3_scan | 037 | Geometric Segment	disease3_scan | 051 | Geometric Segment	disease2B_scan | 020 | Geometric Segment	disease4_scan | 018 | Geometric Segment	disease4_scan | 003 | neg	normal3_scan | 034 | Geometric Segment	disease3_scan | 049 | Geometric Segment	disease1B_scan | 019 | Geometric Segment	normal3_scan | 040 | Geometric Segment	normal2B_scan | 019 | Geometric Segment	normal3_scan | 052 | Geometric Segment	disease1B_scan | 010 | PanCK	normal2B_scan | 017 | Geometric Segment	disease4_scan | 004 | neg
NGF	4	4	9	6	10	8	7	10	14	31	12	8	9	5	11	17	8	6	13	10	10	3	9	10	6	4	6	2	9	5	6	6	6	3	38	4	1	23	6	11	9	14	10	8	20	1	4	2	1	14	7	25	2	10	4	1	12	12	9	9	39	5	12	1	3	6	3	9	12	23
GEMIN6	2	1	20	6	8	5	7	3	12	34	4	3	5	16	12	5	9	3	9	7	16	6	4	12	6	10	2	1	6	2	5	6	3	3	48	6	5	29	3	13	8	12	7	6	16	1	8	1	2	21	4	49	7	21	6	3	11	8	5	2	43	5	10	1	3	7	5	10	10	30
RNF113A	6	4	17	9	15	12	10	13	12	42	11	9	13	12	14	22	16	5	12	11	23	3	12	6	9	11	12	8	6	1	9	11	7	10	60	9	6	28	8	21	13	13	13	8	40	1	8	7	2	21	14	54	7	13	12	9	17	14	6	8	46	13	5	3	9	7	6	16	11	25
P2RY1	5	2	11	4	7	7	8	6	9	37	7	4	13	13	9	12	4	6	8	8	15	5	8	9	2	2	7	2	3	3	7	10	10	8	40	5	9	25	14	12	5	18	12	11	13	2	8	1	2	16	14	58	5	7	6	1	14	14	2	5	27	5	8	1	2	2	3	10	6	26
ZBTB47	7	7	24	6	7	10	5	8	15	42	9	6	9	12	9	18	9	8	5	11	24	10	11	11	4	8	11	7	21	3	12	13	9	11	62	4	4	36	11	14	18	15	17	7	15	1	6	8	1	16	13	64	6	19	9	2	15	12	4	5	44	6	9	1	7	6	9	7	10	37
SPDYE16	13	35	32	72	97	58	24	65	117	494	51	108	123	94	82	155	17	42	72	117	262	60	90	106	16	33	71	16	110	5	54	130	64	48	577	18	14	363	49	122	138	149	150	59	150	10	69	71	13	149	102	641	78	81	46	11	120	153	21	50	262	48	119	9	39	30	54	81	33	227
IRF4	4	9	16	5	9	5	6	11	7	34	21	10	9	11	11	16	8	6	12	12	21	6	6	7	10	12	13	5	6	6	6	13	9	4	52	7	3	28	5	5	9	11	11	7	14	1	4	1	3	20	13	56	7	16	9	1	7	7	7	2	47	9	9	1	5	9	2	20	5	46
NFAT5	15	13	26	26	30	31	14	26	20	48	19	23	36	33	40	31	15	11	21	26	32	22	28	23	11	26	29	21	21	8	14	20	13	18	53	16	8	75	15	58	29	23	21	19	33	3	26	8	4	26	21	85	21	47	34	14	29	23	12	14	71	12	21	1	10	16	18	23	21	58
MKS1	7	3	27	14	5	11	6	12	20	49	18	10	20	19	16	17	10	6	11	11	20	12	9	9	11	6	9	9	10	7	8	9	10	13	63	14	5	58	13	23	10	19	19	15	33	1	8	7	2	31	16	65	9	14	6	7	11	16	11	4	55	9	14	4	5	9	4	12	8	46
TMEM192	20	2	32	13	10	6	7	4	10	39	11	10	9	13	14	13	8	5	10	7	17	6	7	7	11	15	10	6	7	2	12	5	11	8	46	7	5	30	4	16	6	9	10	7	23	1	10	4	3	13	7	42	8	12	5	3	10	10	7	8	48	7	1	1	5	6	8	10	5	32
ABCA3	7	5	11	7	21	13	4	7	14	35	11	9	20	12	5	12	7	9	14	14	20	7	14	11	8	7	10	8	17	2	8	7	13	15	50	5	7	24	8	13	11	15	10	10	18	3	11	3	1	24	12	57	5	13	5	2	16	16	7	6	45	5	6	1	8	9	7	9	12	44
FAM193B	5	8	38	18	25	14	13	24	25	55	13	21	28	21	20	26	17	14	18	18	37	16	27	16	19	11	17	7	23	3	14	16	17	15	68	9	12	48	15	30	21	19	26	10	24	5	20	14	5	30	23	94	27	26	21	1	9	24	14	9	75	12	19	1	11	21	15	10	24	52
TM4SF5	3	2	13	4	4	5	3	5	14	33	4	12	9	12	14	15	6	3	10	7	17	10	11	6	11	1	7	7	2	4	8	5	6	8	46	2	2	24	8	9	10	13	11	7	14	1	8	2	1	24	11	51	11	13	3	1	11	13	4	4	49	9	10	1	9	1	5	11	10	38
POLR2K	16	11	51	22	20	23	21	7	17	40	18	13	30	20	22	18	23	9	23	18	23	23	16	11	13	16	28	5	16	10	17	7	17	21	55	27	3	43	17	49	17	13	18	19	35	4	8	9	4	24	19	41	20	28	19	7	14	16	14	5	56	22	23	1	14	22	13	20	20	30
POU3F2	4	1	13	6	5	5	4	3	12	27	9	6	15	10	7	14	7	6	7	11	17	6	8	10	4	5	3	1	6	4	4	9	7	8	43	2	2	27	1	7	8	11	4	4	15	1	3	4	1	15	9	40	8	7	5	2	5	8	4	3	28	6	9	1	5	9	4	11	7	29
PRSS38	3	1	6	3	7	3	4	3	9	16	6	9	5	8	5	4	7	2	1	6	10	1	8	3	2	3	3	5	7	1	5	3	2	4	27	3	2	17	3	8	4	9	5	3	7	1	1	3	1	13	4	27	6	5	6	1	6	4	4	2	29	3	3	1	1	2	4	6	3	21
EPN3	4	3	10	11	13	11	4	6	11	33	7	8	13	11	8	14	7	2	10	10	10	4	16	11	8	15	11	3	12	3	5	6	11	9	48	5	5	21	11	13	10	8	12	8	16	4	8	2	1	22	9	42	7	9	7	3	18	8	4	3	39	4	10	1	6	5	5	12	6	30
CADPS2	13	3	26	59	14	25	3	21	13	53	16	14	18	12	48	16	13	6	15	16	30	10	12	7	14	52	8	23	14	5	12	12	17	8	61	44	6	84	13	93	14	18	19	10	30	2	27	5	5	26	14	57	11	56	4	8	13	18	9	7	56	8	14	1	13	5	8	15	13	48
RWDD3	10	3	23	8	11	7	4	9	11	33	12	13	16	16	14	13	9	6	10	14	10	7	9	10	12	9	6	8	10	3	4	6	17	8	45	8	7	38	12	20	12	15	17	14	25	2	8	3	1	16	7	37	10	15	4	4	16	16	3	4	42	6	8	1	5	6	6	10	8	29
CPOX	8	3	18	7	7	7	5	8	14	24	16	7	10	9	6	20	12	6	13	8	13	6	9	10	7	7	8	2	7	7	3	11	10	4	44	6	4	27	5	12	13	9	14	7	22	2	8	4	3	17	12	54	9	11	3	3	5	11	6	5	35	3	4	1	1	6	9	9	13	43
SCYL1	16	8	28	16	13	17	11	16	17	76	16	21	19	21	29	33	13	3	15	27	38	15	23	26	15	9	13	9	24	5	11	14	12	21	83	15	3	54	21	45	17	18	21	20	46	1	20	11	2	47	16	86	12	21	22	4	32	24	17	10	72	10	25	1	13	16	14	14	17	57
TSC22D4	7	9	24	12	20	17	11	20	18	39	19	11	18	13	29	18	12	8	10	11	28	11	20	24	6	17	14	11	21	7	14	10	8	11	65	7	2	36	19	21	18	13	19	19	40	2	15	8	1	31	16	69	8	18	11	7	19	22	6	7	68	8	16	2	9	17	11	19	19	57
GPX1	57	14	173	40	39	89	40	40	29	154	40	30	47	56	50	36	40	20	36	33	81	21	37	37	67	67	36	22	37	20	25	28	27	34	179	57	20	109	39	67	31	45	42	31	83	6	63	9	4	68	40	168	32	70	25	16	29	44	17	16	293	20	32	5	21	42	25	73	38	110
ZFP36	138	40	116	12	29	51	41	61	45	88	102	44	51	45	484	55	63	15	48	34	83	49	41	31	85	51	33	189	35	26	28	31	35	42	101	37	52	49	41	141	26	58	57	37	89	11	75	13	15	77	44	164	38	891	59	85	35	35	30	36	280	25	49	6	15	47	27	160	55	145
WDR41	12	9	39	13	19	16	15	17	16	36	17	20	27	34	15	19	19	16	23	16	32	25	25	18	10	17	34	14	17	15	19	15	25	13	54	17	10	44	27	31	22	13	16	29	38	1	18	11	2	26	28	74	33	30	18	7	22	21	14	18	67	10	16	1	11	24	16	16	35	55
TYMS	10	5	15	6	11	7	8	9	14	25	9	4	13	10	8	15	6	6	5	5	21	4	16	1	6	7	5	7	7	2	4	8	4	6	36	3	6	26	9	4	7	12	6	4	14	1	8	5	1	14	4	33	9	6	5	5	8	9	4	3	46	8	7	1	9	6	4	12	7	25
ZNF83	25	11	33	24	31	38	10	23	29	77	33	20	37	39	44	27	16	13	27	33	29	19	27	22	13	25	17	13	20	7	14	21	19	13	100	9	11	93	13	54	31	26	28	23	59	4	39	7	4	31	25	95	21	43	15	6	28	38	19	15	94	16	22	3	18	18	20	26	18	64
LDHA	348	69	388	65	61	167	120	123	39	113	110	57	65	62	1023	75	165	20	41	51	101	25	42	40	186	475	42	127	49	75	43	51	37	35	128	353	20	124	36	155	56	45	69	54	111	11	104	20	7	77	46	206	51	483	98	143	56	63	32	46	380	25	35	1	30	150	29	107	181	189
BTNL9	13	31	15	1	34	4	21	7	16	45	9	67	65	67	9	78	26	20	44	44	105	31	46	44	8	2	36	1	39	2	26	59	41	34	73	7	19	37	15	9	60	54	75	47	22	3	9	19	5	44	65	65	44	9	50	3	63	88	29	18	53	26	69	1	25	34	30	12	32	43
SF3A3	15	6	33	13	16	13	8	4	8	55	12	18	21	26	16	23	15	10	19	19	42	12	12	11	5	17	23	7	15	2	9	11	7	11	51	11	7	40	17	21	14	14	12	15	34	1	9	5	2	22	14	73	13	15	8	2	15	18	11	3	52	15	23	1	9	13	6	8	20	32
THAP11	8	3	29	10	13	12	17	11	15	45	15	9	24	16	13	14	6	9	19	16	25	9	18	8	10	14	12	4	15	8	13	12	12	15	64	11	9	44	3	24	15	22	14	20	22	1	13	5	2	30	20	55	5	27	11	4	15	18	7	5	58	9	17	1	13	10	9	13	17	56
NPAT	7	3	14	8	14	9	4	5	12	34	12	8	18	16	13	14	5	9	11	16	17	11	6	7	14	6	17	3	11	6	7	10	14	8	51	7	6	35	4	18	9	8	18	7	22	1	4	3	2	23	13	63	10	16	6	5	12	20	1	7	31	8	21	1	3	12	12	14	12	31
SSR2	38	4	52	15	20	31	23	18	16	52	19	14	23	19	30	22	16	9	20	15	28	18	15	23	27	25	7	9	22	10	12	12	13	13	73	26	9	42	22	24	28	20	17	20	40	1	29	10	2	22	23	80	21	30	21	12	24	17	9	12	68	15	14	1	2	20	20	23	25	52
DCHS2	7	2	9	8	9	7	5	7	9	45	9	8	10	7	13	16	13	7	8	9	19	9	3	6	9	3	5	3	10	1	4	4	8	2	54	5	3	30	7	12	8	15	13	7	13	1	11	4	3	19	8	64	6	17	4	1	8	16	3	6	36	3	11	1	4	7	5	8	6	29
SLC44A3	11	10	20	19	14	21	8	9	10	47	15	6	17	6	15	10	12	5	8	7	20	6	5	4	8	20	6	8	9	4	3	5	6	5	52	10	5	31	7	19	7	8	12	12	32	1	9	2	2	17	7	51	9	27	5	6	7	13	5	9	60	3	8	1	3	8	3	21	7	40
NXF3	5	3	23	4	8	5	4	5	5	26	7	13	14	16	11	12	8	9	10	9	12	6	12	13	14	5	5	5	11	4	7	5	6	5	42	7	2	21	8	15	6	14	11	8	12	2	6	4	3	23	10	40	7	9	7	4	6	10	4	5	32	14	8	1	8	6	11	13	12	31
FKBP3	16	9	72	31	26	20	17	18	15	79	34	26	24	14	32	30	25	11	20	20	38	30	28	15	22	40	18	13	14	11	17	16	26	16	97	32	16	56	17	54	20	22	36	20	61	5	25	15	5	31	31	77	20	60	19	7	20	36	17	14	116	16	21	1	14	24	14	25	30	66
TOR1AIP2	17	8	22	15	16	32	9	25	16	45	16	5	21	27	24	32	19	3	17	16	37	18	10	12	10	14	13	8	28	8	9	12	8	11	71	14	6	40	10	30	12	26	24	12	25	2	35	17	2	29	9	65	11	24	16	4	16	26	13	7	70	7	16	1	10	12	9	26	15	44
TAPT1	11	11	17	12	8	12	8	10	5	28	5	6	16	16	6	12	11	4	9	10	16	11	9	3	6	8	12	5	11	8	7	9	10	9	35	10	2	27	7	16	8	9	11	12	23	3	6	7	2	20	9	46	7	14	14	2	9	10	5	7	40	8	6	1	7	8	10	17	14	34
FGD6	13	3	13	16	10	10	6	11	7	39	10	12	19	14	11	12	7	8	15	16	22	9	8	11	6	8	10	3	10	4	5	7	9	9	42	14	3	40	9	12	15	17	14	16	19	1	15	5	1	23	10	52	9	9	8	1	7	9	2	6	44	6	7	1	5	10	10	13	14	44
SAP30	12	4	19	4	8	6	7	7	14	21	12	6	9	15	15	13	9	9	5	9	18	9	12	10	5	7	9	1	8	3	11	9	7	4	38	4	3	26	9	11	6	5	8	6	12	1	4	6	1	17	8	56	2	5	7	6	10	24	2	7	34	6	10	1	2	3	7	13	13	30
KRTAP13-1	5	2	11	5	4	7	5	4	6	18	3	5	15	10	7	6	5	3	6	3	12	5	4	2	6	9	5	3	5	5	2	8	3	2	35	3	1	21	3	7	5	10	5	4	10	1	10	1	1	22	9	32	5	5	5	1	7	11	3	1	26	6	6	1	1	3	3	5	3	25
XRCC6	39	10	76	51	31	36	26	23	22	115	33	37	49	47	39	38	27	20	32	22	65	29	34	32	27	46	41	22	32	16	23	44	42	27	136	49	15	92	26	60	46	37	45	36	83	3	34	12	7	47	43	146	27	64	25	8	50	46	20	18	124	23	32	5	12	32	19	50	33	89
HOXB4	5	4	11	13	11	15	3	15	6	42	10	13	11	8	20	12	4	2	8	19	21	7	12	6	7	9	5	4	8	2	7	9	10	5	49	13	5	33	3	40	9	13	13	9	18	1	16	6	1	17	5	53	6	19	10	5	15	11	5	4	33	9	7	1	5	7	4	10	12	38
OMA1	11	3	32	27	8	18	7	7	19	34	17	7	17	13	37	15	7	7	13	4	22	7	16	9	16	23	11	9	9	5	13	10	18	6	40	12	6	32	12	50	14	12	10	10	37	1	15	8	1	24	13	34	14	31	1	1	14	9	3	7	60	11	11	1	10	9	14	7	9	43
RNASEL	7	6	22	6	8	11	19	7	14	48	14	16	21	17	17	17	12	12	14	16	21	4	12	7	4	13	13	8	12	3	8	11	9	4	51	9	5	26	7	8	17	13	24	13	15	3	11	5	1	19	8	66	9	17	11	1	21	14	5	4	47	6	12	1	6	12	5	12	12	41
TACC2	15	15	45	17	21	23	8	11	12	62	20	20	28	25	22	34	19	14	40	27	37	17	24	18	18	21	22	14	24	10	17	22	13	24	54	15	6	34	15	36	21	21	28	26	24	5	12	14	3	37	31	59	28	31	34	5	23	29	13	21	64	21	16	1	15	18	25	20	32	67
GLRX	8	1	7	1	3	1	1	1	1	3	4	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	1	4	1	1	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	5	1	1	1	1	1	2	2	1	1
CTDNEP1	23	7	45	17	23	24	18	20	16	55	22	28	22	20	30	33	22	13	20	21	41	19	23	8	13	28	13	11	15	9	12	18	13	9	72	21	7	47	14	43	23	21	26	22	56	1	23	7	5	39	22	86	12	36	21	4	32	28	23	13	107	7	18	1	14	15	8	21	19	64
CREB3L4	2	5	14	13	12	7	5	8	14	44	12	9	9	12	10	13	6	5	7	14	20	4	10	8	9	6	8	4	11	5	7	11	7	6	47	6	3	29	4	9	7	13	14	3	17	1	8	2	2	13	10	45	7	12	6	2	10	10	2	4	41	8	9	1	1	6	3	6	8	26
ZNF487	2	7	18	9	19	12	4	12	12	40	12	12	9	12	9	17	8	7	9	8	14	10	20	10	8	9	6	3	10	1	5	9	11	6	45	5	2	33	6	10	10	10	18	10	23	3	10	7	1	25	10	41	5	17	9	2	14	14	11	3	40	12	9	3	5	3	1	8	13	31
BICDL1	11	3	33	5	6	18	5	12	8	96	22	8	15	12	12	12	5	8	20	12	17	11	10	8	22	8	12	5	10	6	8	6	4	7	71	9	2	43	7	13	13	10	9	13	103	1	7	3	3	24	7	70	6	15	4	8	16	5	13	6	92	7	7	1	6	7	5	14	7	51
SLC5A3	12	5	29	14	11	45	10	23	11	31	15	10	11	8	26	14	12	8	6	9	21	5	15	8	12	14	7	8	11	4	8	12	4	10	61	10	5	38	9	26	9	8	15	9	53	2	41	2	2	19	7	47	6	26	11	4	9	16	4	5	40	10	9	1	5	13	4	13	9	41
FBXO24	5	8	14	6	21	12	13	15	20	50	10	12	11	13	13	15	11	4	10	15	19	8	16	11	8	9	10	4	22	4	7	9	5	3	83	5	4	42	13	14	19	17	14	11	23	6	5	7	3	25	10	64	6	20	9	1	14	21	3	5	65	7	15	1	9	11	12	15	10	49
CDKN2A	5	2	16	7	14	10	1	5	5	28	5	7	10	5	12	7	4	5	11	10	18	3	11	8	6	9	9	3	6	1	5	6	4	4	52	4	1	20	2	9	4	12	6	8	18	1	11	2	1	10	8	36	3	6	4	3	11	6	7	2	34	8	10	1	5	5	5	7	4	24
ARIH2	10	12	28	14	11	20	9	15	14	45	17	19	21	18	17	22	13	8	16	13	22	12	19	15	8	8	9	10	12	3	14	11	15	16	52	10	5	37	12	18	22	15	26	10	38	2	9	5	3	32	14	58	16	23	15	2	20	21	10	5	49	11	15	3	7	17	6	21	26	35
GABBR1	11	11	14	15	23	12	19	21	16	61	10	24	46	18	29	40	12	11	26	28	52	29	21	19	4	15	21	10	30	12	20	21	36	13	78	12	12	45	31	22	23	27	30	23	25	7	14	7	3	35	25	135	22	22	22	3	29	30	11	10	100	13	27	1	14	22	12	20	25	44
RREB1	11	1	25	20	16	23	5	15	15	37	19	9	19	13	26	22	14	7	12	16	30	12	18	11	11	16	25	12	14	5	14	9	12	10	59	14	8	32	11	27	14	11	13	12	42	3	9	5	7	26	20	65	21	21	15	7	7	16	13	11	67	16	19	4	13	18	11	25	13	43
PLCE1	8	37	19	11	62	15	41	7	51	52	15	74	99	93	14	125	61	26	89	59	96	52	71	84	9	3	92	2	82	12	50	58	81	58	64	6	13	39	62	28	94	81	103	88	22	4	8	22	1	100	78	79	64	16	99	3	86	118	45	32	46	57	81	1	57	59	49	9	82	52
WDR45B	10	10	18	16	14	17	8	23	18	37	13	12	16	18	41	26	15	6	19	6	25	9	17	13	10	17	13	8	12	4	11	14	12	15	48	13	10	32	7	26	19	28	16	17	39	3	17	11	2	21	15	54	10	15	15	6	17	20	8	8	51	6	13	1	5	11	10	18	15	41
CTDSP1	14	6	19	14	9	8	5	10	11	31	7	20	17	14	22	13	9	8	19	14	21	9	14	10	8	15	16	7	8	4	7	16	10	16	44	8	9	31	6	29	13	15	10	6	33	1	9	4	2	15	22	50	20	18	7	7	12	15	7	5	38	14	18	1	9	19	17	12	13	27
ARSF	5	3	13	6	9	6	7	7	16	22	20	5	10	13	7	10	5	6	7	6	6	4	13	9	12	11	8	1	8	4	5	9	10	6	34	3	2	29	4	5	7	15	4	7	23	1	10	2	1	17	9	35	12	9	9	1	5	10	4	3	37	11	6	1	3	8	3	9	4	31
ZFP36L1	89	60	53	36	55	135	44	49	31	101	74	40	86	76	425	52	85	28	45	41	72	49	57	24	41	142	41	95	45	46	37	43	55	43	116	99	24	98	35	136	59	29	45	49	65	11	67	25	9	50	75	171	53	289	74	54	38	57	26	27	147	30	42	11	28	62	32	144	71	91
PRRC2A	24	13	37	30	27	37	22	28	17	60	11	19	43	45	27	39	31	25	27	23	58	21	21	20	23	30	27	22	24	15	15	21	27	25	84	24	10	61	26	50	22	21	35	29	51	3	33	14	3	44	29	87	33	43	17	5	31	27	8	13	98	21	32	2	16	27	19	27	34	68
RRAS2	15	6	23	13	15	14	6	9	16	46	11	9	24	21	15	23	26	8	16	17	25	12	19	8	18	10	12	8	17	3	9	9	13	14	77	9	6	42	14	23	16	17	24	10	30	1	11	10	2	19	14	82	19	21	21	3	16	23	7	4	54	17	17	1	4	13	11	13	9	33
YJU2	11	3	32	15	10	10	5	9	18	27	17	9	17	12	11	21	11	4	18	17	21	7	7	5	13	9	13	5	11	4	5	13	10	3	54	12	3	30	7	21	15	8	16	11	29	1	11	3	5	23	19	77	11	18	8	6	14	13	10	6	45	8	18	2	7	12	10	15	10	40
DCAF12	7	13	27	12	16	13	11	12	12	44	11	13	21	21	15	19	15	6	20	13	30	9	10	11	11	18	17	9	9	2	11	11	10	9	60	13	11	33	11	15	12	13	12	13	32	1	16	5	2	29	17	70	17	17	6	7	6	15	6	8	59	11	10	3	3	19	5	21	14	50
TBC1D10A	11	5	21	9	16	13	6	14	13	45	13	12	19	12	23	16	3	9	6	11	24	8	14	10	12	11	9	8	18	4	10	20	8	9	62	7	5	38	7	22	9	13	12	11	33	2	14	4	3	24	10	73	17	19	10	4	15	15	1	5	48	10	12	1	3	8	8	13	8	47
CTLA4	4	1	17	6	16	4	7	7	6	32	8	4	13	11	8	17	7	5	9	6	10	4	6	2	8	6	6	2	11	5	4	7	4	8	36	5	5	24	8	9	5	7	8	7	19	1	13	6	1	16	5	41	8	9	4	3	11	12	1	7	43	9	12	1	5	3	4	4	3	26
ST3GAL6	19	13	22	9	23	7	19	2	19	31	12	25	67	52	13	30	30	30	39	18	28	22	46	15	7	11	49	2	19	14	26	15	45	36	53	7	6	19	33	12	25	23	37	34	28	4	7	8	3	20	37	37	35	11	46	3	36	31	15	4	34	28	30	1	33	14	19	6	23	23
LRFN2	6	6	20	5	11	5	5	5	9	38	15	5	15	9	14	16	13	5	11	14	20	7	12	12	3	3	4	3	11	1	9	7	4	9	49	8	6	28	5	7	12	16	10	8	16	2	6	4	3	17	10	45	5	13	8	3	14	14	6	6	31	7	11	1	5	8	9	9	10	44
SORL1	9	17	19	69	14	46	17	35	15	53	21	16	20	20	55	24	27	10	19	24	37	14	20	24	14	65	17	29	17	13	5	20	16	3	87	43	12	78	15	92	11	23	23	18	75	2	32	12	1	17	26	84	13	71	17	11	29	20	9	10	70	15	16	1	6	25	9	43	31	61
TRPM2	8	2	13	6	7	2	8	6	6	34	12	7	13	11	4	5	3	9	6	9	10	9	5	5	4	3	5	1	11	2	5	7	4	2	33	3	3	25	2	7	5	12	10	1	10	1	7	1	1	12	6	46	5	15	6	2	8	8	8	6	36	8	6	1	1	5	1	8	5	23
ETFB	37	7	62	16	19	21	14	11	8	73	31	9	20	21	24	27	16	7	15	14	31	14	10	8	52	18	22	5	20	2	10	15	13	10	80	22	9	58	14	21	14	17	18	17	68	5	10	5	4	22	20	76	16	46	12	10	20	17	12	4	84	5	16	1	11	18	5	20	15	54
CCDC115	9	3	21	14	10	15	10	7	18	42	13	13	21	16	19	21	16	2	19	16	30	16	13	13	16	21	15	7	12	9	9	16	14	8	49	24	1	30	14	32	12	15	8	13	43	1	5	9	3	23	19	48	17	28	18	5	14	16	9	12	55	13	17	1	11	15	7	9	15	37
ECHDC2	35	9	61	47	28	32	16	32	19	82	31	19	36	30	42	29	16	19	34	32	38	30	28	21	47	43	30	19	23	13	22	17	26	21	94	28	3	80	25	63	27	21	24	25	82	1	29	7	5	38	26	94	27	60	21	6	32	33	11	13	81	16	26	3	14	15	27	35	16	57
PLEKHM1	26	4	17	13	13	30	10	12	12	43	24	21	22	18	18	11	9	5	11	18	26	8	12	15	27	5	16	7	14	4	7	15	10	8	53	8	6	42	13	18	15	21	16	6	23	1	26	6	2	21	15	79	12	19	8	9	22	20	8	7	50	7	19	2	6	8	10	14	10	31
PRLH	5	4	16	8	9	4	5	11	15	38	11	10	17	11	14	10	3	2	6	9	21	12	2	10	7	3	9	4	8	2	4	8	5	4	53	1	3	34	7	6	11	6	13	8	22	2	10	5	1	16	4	56	9	14	6	1	13	9	8	3	52	5	19	1	3	8	4	12	13	37
CAP1	40	29	93	20	42	36	39	24	24	110	17	46	65	51	46	55	45	21	39	39	62	36	39	24	30	58	52	21	41	25	26	36	30	30	113	37	16	83	34	65	62	42	41	44	67	3	28	18	4	43	39	132	45	56	29	13	37	38	23	21	101	26	34	1	26	49	32	38	53	64
ZNF486	5	4	23	6	12	12	4	9	12	19	14	9	16	7	2	13	9	5	12	12	16	4	7	9	6	12	8	4	11	2	6	8	3	7	42	11	3	24	2	12	9	9	6	9	11	1	10	10	1	21	4	38	9	8	3	1	9	7	6	4	36	4	8	1	5	4	2	10	8	33
TMUB1	6	6	24	10	10	14	5	11	8	41	9	16	20	21	19	20	7	9	14	11	27	5	7	1	12	6	10	4	16	4	7	9	6	9	60	9	4	33	4	14	12	13	8	13	19	2	15	1	1	27	7	76	10	19	20	2	8	18	4	8	60	4	5	2	3	8	7	12	4	42
RRNAD1	15	5	13	6	9	15	7	9	10	49	14	23	14	10	17	11	10	8	12	20	24	11	12	12	14	6	11	7	12	2	6	8	11	11	54	11	5	43	4	14	11	16	21	7	31	2	20	6	2	23	13	59	15	22	11	3	11	17	6	5	52	13	11	1	8	10	8	11	18	34
MCM9	6	7	23	15	14	8	8	15	16	26	14	10	13	8	13	15	12	8	12	12	24	13	9	8	6	4	7	6	13	6	10	13	16	12	63	9	5	31	8	21	6	9	11	12	32	3	14	6	5	15	11	39	10	18	3	3	10	14	12	3	57	3	14	2	2	12	7	8	10	52
SLCO3A1	5	7	21	6	27	10	9	5	9	28	10	18	37	21	9	30	12	7	23	23	46	15	30	18	8	9	12	6	25	1	19	26	16	10	45	10	3	28	20	13	25	21	24	18	26	4	11	9	4	24	27	54	25	8	11	2	26	34	5	20	43	10	18	1	8	15	16	7	16	46
USP29	7	4	21	6	11	6	4	6	12	45	9	7	18	8	14	14	7	7	8	12	29	7	10	4	9	5	10	5	11	3	3	14	14	5	51	4	2	34	7	13	5	14	13	2	18	5	6	8	2	21	8	53	8	11	8	6	9	12	5	5	44	9	12	1	5	7	2	6	10	41
PROSER2	8	6	17	8	10	15	9	7	15	44	12	1	16	13	13	12	15	11	14	10	21	12	8	4	9	10	10	3	12	4	9	11	8	10	61	5	5	29	8	10	13	12	13	5	18	1	10	4	3	20	9	57	2	6	3	2	9	12	2	6	53	5	9	1	3	7	6	17	7	42
UNC5B	9	8	20	9	14	18	8	7	9	40	17	10	24	21	10	20	12	14	22	7	23	9	17	9	5	9	16	3	14	6	17	12	16	16	66	6	6	26	17	20	13	17	20	24	27	3	15	9	8	18	29	61	20	21	13	6	13	27	14	4	54	12	12	1	14	10	15	18	10	49
